class	channel	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255
H	hue	5.1102805850887954e-33	3.6752674593191095e-31	2.3078329159004491e-29	1.265308395427783e-27	6.057203602722256e-26	2.5318686198175313e-24	9.240934697603146e-23	2.9451878267138357e-21	8.196992204554598e-20	1.9923691894426045e-18	4.229586682879338e-17	7.84315652781859e-16	1.2706268745844688e-14	1.7987546298177408e-13	2.2257480072893675e-12	2.4082125883022814e-11	2.279541271988678e-10	1.8889676842007635e-09	1.3715435919139867e-08	8.735846246999794e-08	4.888330572627299e-07	2.4077052948769863e-06	1.0463111319565065e-05	4.023176868151314e-05	0.00013732536098498853	0.00041758911222318274	0.0011353043208490365	0.002768452341801255	0.006070336440376292	0.011987306982831236	0.02133301619416515	0.03421775079854385	0.049476271461611085	0.06455724855514383	0.07622594516404176	0.08188289317656933	0.0807261132779968	0.074005938954481	0.0642993967141286	0.05438747576598885	0.046364462147478316	0.04122168012508997	0.03885016093071854	0.03833440587624288	0.038382020068600885	0.03772460337893845	0.03542240266534501	0.03110372521502712	0.025106103209860734	0.01837473639615415	0.012065340469600153	0.007052408356628986	0.0036491692494357375	0.0016650398389306436	0.0006681438571883698	0.00023535994430039852	7.268739845725102e-05	1.9663461201381333e-05	4.656447890292036e-06	9.64799027602812e-07	1.748436943605272e-07	2.7705927811795344e-08	3.838030390417283e-09	4.6470625533567005e-10	4.917200483654041e-11	4.54644398500436e-12	3.6727698477506103e-13	2.592050904517829e-14	1.598036574000003e-15	8.605839981025133e-17	4.047967655408159e-18	1.6630112386773058e-19	5.966886142074655e-21	1.8697229369071698e-22	5.116445963513954e-24	1.2226657573738668e-25	2.551429547533103e-27	4.649278850985805e-29	7.397837333126089e-31	1.0278582730246442e-32	1.2469931228255886e-34	1.3209646514799274e-36	1.2218259810619848e-38	9.86765383515274e-41	6.958262281693141e-43	4.284167874663579e-45	2.303073850089209e-47	1.0809913989100738e-49	4.430035797616867e-52	1.5851150405286864e-54	4.9520051087923594e-57	1.3507237849956535e-59	3.2167387943329357e-62	6.6884829771045365e-65	1.2142300651028774e-67	1.9245754632701936e-70	2.6633528679143255e-73	3.2179669268322994e-76	3.3946337942564413e-79	3.1265273851355595e-82	2.5141375152953529e-85	1.7651145571496874e-88	1.0819656792269098e-91	5.790425545561697e-95	2.7056001572001135e-98	1.1037549103907588e-101	3.9313107509343824e-105	1.2225246103350468e-108	3.3191983062302854e-112	7.867993726870883e-116	1.6283580459812845e-119	2.9423260261514812e-123	4.64180166320488e-127	6.393478126594452e-131	7.688516221482395e-135	8.072398118869049e-139	7.399753332074255e-143	5.922246768109232e-147	4.1381888085972954e-151	2.5245769585925266e-155	1.34468761682951e-159	6.253291137066238e-164	2.538927621340784e-168	9.000080617627834e-173	2.785459629683367e-177	7.526649828611867e-182	1.7756645086321875e-186	3.657416883514419e-191	6.577219779680115e-196	1.0326771595593477e-200	1.4156018106421897e-205	1.694228413720491e-210	1.7703417848257142e-215	1.6150894535316468e-220	1.2864423833945137e-225	8.946195659851e-231	5.431762025562861e-236	2.8793692589066966e-241	1.3326259838669854e-246	5.384848289262671e-252	1.8997346632412913e-257	5.851493137198505e-263	1.5736013857353342e-268	3.694681736170657e-274	7.573796152984173e-280	1.3555154221952235e-285	2.1181152450320583e-291	2.8896748633600676e-297	3.441934842240219e-303	3.579402844969693e-309	3.24992084e-315	2.574e-321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D	hue	0.01482772275491534	0.015279133205754346	0.015700339999703244	0.016088183949426745	0.016439711426308675	0.016752213045847866	0.017023259883001334	0.017250736547774807	0.017432870495435727	0.017568257004849906	0.01765587933155636	0.017695123627809336	0.017685788318050146	0.017628087722899092	0.01752264983526616	0.017370508265847087	0.017173088489245543	0.016932188633352063	0.01664995516057824	0.016328853887397337	0.01597163687592308	0.015581305805820195	0.01516107249492286	0.014714317281215689	0.014244546006457798	0.013755346352353206	0.01325034427393586	0.012733161252374336	0.012207373051784948	0.011676470613345553	0.011143823656832677	0.010612647486729345	0.010085973419517712	0.009566623163024379	0.009057187390087098	0.008560008659655291	0.008077168750885093	0.007610480391808337	0.007161483285465328	0.006731444264433491	0.006321361340597012	0.005931971361613215	0.005563760939362017	0.005216980278947014	0.004891659509519154	0.00458762710005428	0.004304529933779833	0.004041854613608208	0.003798949576979314	0.0035750476111570894	0.003369288378443551	0.0031807405841462397	0.0030084234476580834	0.0028513271679219574	0.002708432108147346	0.0025787264602751686	0.0024612221867620445	0.002354969075247698	0.002259066780101092	0.0021726747632776922	0.0020950200849603833	0.002025403031722672	0.0019632006060826103	0.0019078679359557688	0.0018589376953157997	0.0018160176579838738	0.0017787865345481862	0.0017469882676221012	0.0017204249826557013	0.0016989488100099127	0.001682452808701411	0.0016708612328827216	0.001664119388533863	0.0016621833298636655	0.0016650096424687493	0.001672545553366527	0.0016847195966736147	0.0017014330480939277	0.001722552321746847	0.001747902499526525	0.00177726213654258	0.0018103594567334311	0.0018468700210220186	0.001886415917019148	0.0019285664849447242	0.0019728405598441307	0.002018710176064091	0.0020656056470664693	0.002112921902738505	0.0021600259381158535	0.0022062652025368014	0.0022509767372941606	0.0022934968533650157	0.0023331711291978913	0.0023693645021279283	0.002401471225953048	0.00242892447158166	0.002451205357358669	0.0024678512104523093	0.0024784628801623144	0.0024827109476815963	0.002480340704082409	0.002471175798375534	0.0024551204895983903	0.0024321604701588503	0.002402362261199576	0.0023658712136529992	0.0023229081800561504	0.0022737649512663827	0.0022187985782224358	0.00215842472119093	0.002093110187009433	0.0020233648283036116	0.0019497329872846904	0.001872784670443609	0.0017931066393193547	0.0017112935967452374	0.0016279396379157908	0.0015436301217324469	0.0014589341007404044	0.0013743974281981333	0.001290536639111862	0.0012078336791315203	0.0011267315317537044	0.0010476307709984137	0.0009708870442612277	0.0008968094689677383	0.0008256599074687307	0.0007576530677172574	0.0006929573629672846	0.0006316964522306074	0.0005739513746244965	0.0005197631850402142	0.0004691359956751372	0.0004220403277324798	0.00037841667976914285	0.0003381792234774114	0.00030121954379488844	0.00026741034779992443	0.00023660907550774124	0.0002086613550796041	0.00018340425475273466	0.00016066929367600244	0.00014028518351234196	0.00012208028189845927	0.00010588474743327076	9.153239364041377e-05	7.886224620294455e-05	6.771981362848405e-05	5.7958086338477325e-05	4.943828298938278e-05	4.203036566059036e-05	3.561334744318913e-05	3.007541701473314e-05	2.5313905081719603e-05	2.1235117216646555e-05	1.7754056717766097e-05	1.4794059784724947e-05	1.2286363636494508e-05	1.0169626297354122e-05	8.389414731598038e-06	6.897675897356343e-06	5.652203182579075e-06	4.616108638442892e-06	3.7573094823647734e-06	3.0480355386447486e-06	2.4643626435263918e-06	1.9857755780088424e-06	1.5947628129132918e-06	1.276444256574503e-06	1.0182322806558704e-06	8.095255542304679e-07	6.414346275260874e-07	5.065377595628175e-07	3.9866516205767223e-07	3.1270961872152177e-07	2.4446131790083925e-07	1.904646915738551e-07	1.4789507020488364e-07	1.1445302741116985e-07	8.827438879214589e-08	6.785400514193382e-08	5.198153268634687e-08	3.96876145216587e-08	3.0199012048693014e-08	2.2901388134576203e-08	1.7308591377167243e-08	1.3037430567657388e-08	9.787058464425894e-09	7.322203228401732e-09	5.459593819489764e-09	4.0570222567970755e-09	3.0045711859134877e-09	2.2176102066892175e-09	1.6312295973232767e-09	1.1958362329488123e-09	8.73684500207342e-10	6.361557268451375e-10	4.616339321106951e-10	3.338543742087062e-10	2.4062518442180523e-10	1.72842028427361e-10	1.237318495657184e-10	8.827488227529329e-11	6.276476440178217e-11	4.4475147867966356e-11	3.140807173805357e-11	2.2104829202872103e-11	1.5504391092159242e-11	1.0837861069706406e-11	7.550112372362058e-12	5.241841517210867e-12	3.6268923129076327e-12	2.50095233492101e-12	1.7186831847103163e-12	1.1770789331768616e-12	8.034047287244358e-13	5.464896171460486e-13	3.704655974567775e-13	2.502833730374011e-13	1.685132185340832e-13	1.1307159692055897e-13	7.561193982747432e-14	5.0389989214252094e-14	3.3466856076067377e-14	2.215144548263448e-14	1.4611859075397104e-14	9.605608380808573e-15	6.2930332980936614e-15	4.1087592343987494e-15	2.673478095796409e-15	1.7336347706395142e-15	1.120349182304962e-15	7.215456043439869e-16	4.631146735647464e-16	2.9622892070703747e-16	1.888340550127563e-16	1.1996289144669705e-16	7.594987645859457e-17	4.792041409414125e-17	3.013194756309417e-17	1.888194831194964e-17	1.1791774926011459e-17	7.338784770352196e-18	4.551782862389501e-18	2.8135274891232923e-18	1.7331368622536374e-18	1.0639628382181954e-18	6.509262695582819e-19	3.968704080407554e-19	2.4114433239978044e-19	1.4602145440092335e-19	8.811856158220474e-20	5.2994292756558895e-20	3.1761545723449824e-20	1.897076508836639e-20
PRE	hue	3.431889640538215e-37	1.8914444941108188e-33	6.372503115023371e-30	1.3125246279443023e-26	1.6528230213004979e-23	1.2727205043425354e-20	5.994265459763988e-18	1.7274778187922887e-15	3.048263032348311e-13	3.2970794487912384e-11	2.189859321636053e-09	8.957184054550211e-08	2.2669246681386156e-06	3.576835119175008e-05	0.0003560886955041012	0.0022780969323359774	0.00961446992132319	0.02767214787331648	0.05624908054814409	0.0834095360164001	0.09472713096100044	0.09439306615049678	0.10424979861124406	0.12841780279080064	0.138092043762796	0.11385969027069777	0.07433160394020039	0.04200777258132145	0.020416662608052527	0.007591190061247611	0.0019388991327888008	0.00032100639982447364	3.3518485065835175e-05	2.1776123334279764e-06	8.738439567386999e-08	2.1569022631022396e-09	3.266601596068665e-11	3.0309892700232903e-13	1.7214836853746017e-15	5.98153835963324e-18	1.2710676864165897e-20	1.6515104981851703e-23	1.3118873779072698e-26	6.370611670833735e-30	1.8911013051673277e-33	3.4315090008787867e-37	3.806138615871587e-41	2.5805277818671847e-45	1.069434343104649e-49	2.7090662986985813e-54	4.194729907593611e-59	3.9701469956431186e-64	2.2968201618010072e-69	8.12203722544836e-75	1.755579054993224e-80	2.3194934323202116e-86	1.87319586067325e-92	9.246779126288107e-99	2.7900694264301872e-105	5.145845649912329e-112	5.801171596930322e-119	3.9975313212996186e-126	1.6837795950901704e-133	4.335066972029634e-141	6.822186398550015e-149	6.56248844090464e-157	3.858608543744318e-165	1.3867880521719404e-173	3.046538428453052e-182	4.0909147486660087e-191	3.3577734996711356e-200	1.6846107375717134e-209	5.1661252486468376e-219	9.683837584706115e-229	1.109550981773728e-238	7.77077306932327e-249	3.3265832008495837e-259	8.704618719897412e-270	1.3922534893031892e-280	1.3611440102409988e-291	8.134053732978804e-303	2.971167917e-314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WB	hue	0.015585709827268566	0.01561056222368816	0.015576350128251308	0.015484619485456656	0.01533769402330919	0.015138625188275865	0.014891126673169637	0.014599495500029676	0.01426852200558656	0.013903391373444481	0.013509579554195534	0.013092746506286447	0.012658629675253445	0.012212940510266047	0.011761266602535708	0.01130898173176605	0.010861165739462462	0.010422535729095269	0.00999738964193055	0.00958956279356073	0.00920239749922581	0.008838725484152706	0.008500862384578428	0.008190613309407131	0.007909288161939894	0.007657725222658973	0.007436321370853944	0.007245067274566694	0.0070835859011694705	0.006951172788165179	0.006846836656335187	0.006769339134114448	0.006717232580793463	0.006688895234040314	0.0066825631516303635	0.00669635865621459	0.0067283152147483314	0.006776398881811373	0.006838526601432541	0.006912581790314425	0.006996427713891208	0.007087919214980114	0.007184913364448065	0.007285279577619302	0.007386909683843505	0.00748772835555311	0.00758570420377393	0.007678861736227155	0.0077652942586192595	0.007843177685814067	0.007910785123004265	0.00796650198256186	0.00800884132373711	0.00803645904248968	0.00804816849906333	0.008042954151983703	0.00801998376852957	0.007978618802125617	0.007918422564570057	0.007839165873066333	0.007740829915847859	0.007623606152746401	0.0074878931452873445	0.007334290291800544	0.007163588523780462	0.006976758097729261	0.006774933689679535	0.006559397065554562	0.006331557657861775	0.006092931426653681	0.005845118419292205	0.005589779468711415	0.005328612483296696	0.005063328783197984	0.004795629928164596	0.004527185461400113	0.004259611963308283	0.0039944537693934416	0.003733165659260542	0.003477097770080703	0.0032274829296469955	0.0029854265429446122	0.0027518991037589935	0.0025277313410102253	0.002313611949944185	0.0021100878026367588	0.0019175664819209872	0.0017363209390624161	0.001566496039268335	0.0014081167311229931	0.0012610975566934113	0.0011252532084432233	0.0010003098370192508	0.000885916819953573	0.0007816587146217586	0.0006870671384791332	0.0006016323445684306	0.0005248142893559905	0.000456053021862767	0.00039477825656600627	0.0003404180264651955	0.0002924063459339811	0.00025018984455007126	0.00021323336219591888	0.00018102452171472468	0.0001530773178301402	0.0001289347796135674	0.00010817077839978368	9.039106375315268e-05	7.523361705007869e-05	6.236841575512962e-05	5.149670189875276e-05	4.234984604186189e-05	3.4687893597564015e-05	2.829787424352603e-05	2.299194776021373e-05	1.8605451403864987e-05	1.4994905262175496e-05	1.2036023289917627e-05	9.62176917131622e-06	7.660488039450217e-06	6.074137577650501e-06	4.796635258012466e-06	3.7723325134488372e-06	2.954621525318596e-06	2.304676035840446e-06	1.790324131559986e-06	1.3850482373440458e-06	1.0671055403566412e-06	8.187606510899194e-07	6.256214199256998e-07	4.7606837854586937e-07	3.607681843105073e-07	2.722616363779118e-07	2.0461723586611373e-07	1.531418179414115e-07	1.1414043920869987e-07	8.471841566764682e-08	6.261913958086736e-08	4.609203034002132e-08	3.378567415634704e-08	2.466186547485338e-08	1.7926869814536982e-08	1.2976777833068818e-08	9.354311680979838e-09	6.714877570442093e-09	4.800035228988898e-09	3.4168791224697885e-09	2.4221024118032532e-09	1.7097473830253202e-09	1.2018405214748377e-09	8.412713624705888e-10	5.864063717588699e-10	4.0703667130745204e-10	2.813453048304604e-10	1.9364937503476775e-10	1.3272778945012848e-10	9.058911532602419e-11	6.156836962885317e-11	4.166830827818886e-11	2.8081466624248268e-11	1.8845104362097375e-11	1.2593351046408481e-11	8.380062378246748e-12	5.552845188184791e-12	3.6639156164793e-12	2.4073330027648037e-12	1.5750231026630545e-12	1.026117269169389e-12	6.656802113845153e-13	4.300234768039639e-13	2.76615082111311e-13	1.771805440330613e-13	1.1300873667534425e-13	7.177334137219059e-14	4.539090282908662e-14	2.858435225938204e-14	1.792425640514405e-14	1.1191971378170224e-14	6.958635499911681e-15	4.308172220584691e-15	2.6559073523881015e-15	1.6303585385828887e-15	9.965592140592381e-16	6.065580088718637e-16	3.676125173897327e-16	2.218484704952269e-16	1.3331231716541877e-16	7.976847837236447e-17	4.75268512558833e-17	2.819635714644303e-17	1.6656844076546923e-17	9.798006777593012e-18	5.73888600737762e-18	3.3470474395426003e-18	1.9437486833728376e-18	1.1239886043064167e-18	6.4718261301632e-19	3.7105176809019333e-19	2.118285547669905e-19	1.2041385079849121e-19	6.815691901508348e-20	3.841356772714103e-20	2.15575878075025e-20	1.2046368631644583e-20	6.7027380983599495e-21	3.713540157739082e-21	2.048629569088251e-21	1.1253247178711253e-21	6.155042664185905e-22	3.3521446465840848e-22	1.8178272058052707e-22	9.815678201613525e-23	5.2774678383228835e-23	2.8253233633281586e-23	1.5060789083585272e-23	7.993997664711082e-24	4.224903197959965e-24	2.2233390712980137e-24	1.1650124624771286e-24	6.078425863782646e-25	3.1578181208567197e-25	1.6334968282574906e-25	8.413649918359654e-26	4.315044794910596e-26	2.203538705436151e-26	1.120444482095224e-26	5.672755558650757e-27	2.8597736284713078e-27	1.4354990113660459e-27	7.174763527688716e-28	3.570635702650461e-28	1.7693614485108558e-28	8.73012489145217e-29	4.289009903993967e-29	2.0980998815290685e-29	1.0219452109761179e-29	4.956341696385144e-30	2.393463853761884e-30	1.1508649168601551e-30	5.510024311480286e-31	2.626722595249681e-31	1.2468272474912426e-31	5.89290705399672e-32	2.7732178429867946e-32	1.299479185328729e-32	6.0629708313012155e-33	2.8166462469578777e-33	1.3028957792617972e-33	6.000914862556469e-34	2.752045090678127e-34	1.256677372550401e-34	5.713761344309696e-35	2.586725431581509e-35	1.1660264206842395e-35	5.233547384558803e-36
H	saturation	1.6572491028453317e-10	2.0938300012722155e-10	2.640961857998476e-10	3.3254496056912657e-10	4.1802918073556e-10	5.246036130309498e-10	6.572413499942608e-10	8.220304146567762e-10	1.0264098034927202e-09	1.2794522876753378e-09	1.5922025258228062e-09	1.9780804569605995e-09	2.4533615624720704e-09	3.0377474342342645e-09	3.755042188560849e-09	4.633952649283603e-09	5.709032917126413e-09	7.021796976642959e-09	8.622026397682701e-09	1.056930399766058e-08	1.2934808576209518e-08	1.580341054727021e-08	1.9276113506656503e-08	2.3472892515364322e-08	2.8535986177597183e-08	3.463370647135945e-08	4.196483776748314e-08	5.076370456300951e-08	6.130599616229565e-08	7.391544586018883e-08	8.897147210125044e-08	1.0691789957951839e-07	1.2827288926183987e-07	1.5364021780442649e-07	1.8372205870750095e-07	2.193334297156262e-07	2.6141848329623847e-07	3.1106882936457376e-07	3.6954409158951336e-07	4.3829491040132666e-07	5.189886169860091e-07	6.135378128152037e-07	7.241320983141287e-07	8.532732017653057e-07	1.0038137651009736e-06	1.1790000464342806e-06	1.3825187995681658e-06	1.6185485878194517e-06	1.8918157827946125e-06	2.2076554877203135e-06	2.5720776090152414e-06	2.991838278429015e-06	3.474516800703819e-06	4.0285982677774005e-06	4.663561939500892e-06	5.389975442179576e-06	6.2195947794898454e-06	7.16547008506805e-06	8.242056971965623e-06	9.465333250968511e-06	1.0852920697338941e-05	1.2424211443831294e-05	1.4200498466977416e-05	1.6205109513903545e-05	1.8463543688781034e-05	2.1003609782064922e-05	2.3855565282783376e-05	2.7052254865367297e-05	3.062924698914444e-05	3.4624967092191037e-05	3.908082570349767e-05	4.404133964037347e-05	4.955424430391638e-05	5.5670594936690855e-05	6.244485456614873e-05	6.993496622768213e-05	7.820240694555097e-05	8.731222085145618e-05	9.733302874252501e-05	0.00010833701132626621	0.00012039986337301145	0.00013360071599978018	0.00014802202434662223	0.0001637494179803453	0.00018087151147397088	0.0001994796727658032	0.00021966774710182476	0.00024153173461100057	0.00026516941985620226	0.0002906799520445542	0.00031816337497007387	0.0003477201061979119	0.00037945036548188714	0.0004134535529331916	0.00044982757802515744	0.0004886681411229492	0.0005300679698633636	0.0005741160133729934	0.0006208965979965663	0.0006704885489040543	0.0007229642826473781	0.00077838887643651	0.000836819120591392	0.0008983025612905907	0.0009628765413699365	0.0010305672475141802	0.0011013887727213674	0.0011753422033929004	0.0012524147408015634	0.0013325788670054582	0.0014157915654981971	0.0015019936070063038	0.0015911089108555658	0.0016830439922223977	0.0017776875053585476	0.0018749098925233605	0.001974563147874818	0.0020764807049574677	0.002180477455682967	0.002286349907829687	0.002393876487096125	0.002502817988635077	0.0026129181817797103	0.002723904570359102	0.0028354893096012527	0.0029473702791496937	0.0030592323101908034	0.003170748563119324	0.003281582050577394	0.0033913872991062277	0.003499812141069186	0.003606499626960448	0.003711090046724902	0.003813223047302673	0.003912539832295276	0.004008685428449076	0.004101311002583139	0.004190076211669393	0.0042746515680181585	0.004354720800944419	0.00442998319590031	0.004500155891865775	0.004564976117797454	0.004624203349148874	0.00467762136589261	0.004725040194094731	0.004766297913907216	0.004801262317846885	0.004829832404407791	0.00485193969339389	0.0048675493508437175	0.004876661113029394	0.0048793100007283475	0.004875566816764884	0.004865538421676838	0.004849367784255355	0.004827233805608937	0.004799350917290918	0.004765968455878657	0.004727369818179202	0.004683871402937834	0.004635821346522385	0.004583598061529039	0.004527608588588568	0.004468286772832115	0.004406091277492669	0.004341503447964608	0.00427502504031549	0.004207175828740456	0.004138491106773202	0.004069519097223617	0.0040008182858101895	0.003932954693306344	0.0038664991007383593	0.0038020242417748026	0.0037401019759516732	0.0036813004558034533	0.003626181300338662	0.0035752967866303866	0.003529187070608772	0.0034883774474643724	0.003453375661417943	0.0034246692740020996	0.003402723099449316	0.0033879767153028855	0.003380842055973916	0.00338170109666622	0.0033909036348870585	0.0034087651766564336	0.0034355649345191564	0.0034715439445463007	0.0035169033096772656	0.0035718025769878076	0.0036363582567578473	0.0037106424915374445	0.0037946818837493517	0.003888456490699804	0.003991898996171654	0.004104894068020714	0.004227277911362738	0.004358838026999388	0.00449931318466391	0.004648393620448131	0.0048057214673824225	0.004970891427561918	0.005143451693431248	0.005322905124847121	0.005508710687325548	0.005700285155448719	0.005897005083756503	0.006098209045589079	0.006303200138291964	0.006511248750960553	0.006721595588511585	0.006933454943348743	0.007146018203272081	0.007358457581598286	0.00756993005275071	0.007779581473883375	0.007986550870463877	0.008189974861200244	0.008388992195297774	0.008582748372818614	0.008770400316928674	0.008951121065094395	0.00912410444487152	0.009288569698842019	0.009443766022533348	0.009588976978818336	0.009723524752364196	0.00984677420818616	0.009958136719272578	0.010057073729583133	0.010143100020473158	0.010215786650752562	0.010274763543126675	0.01031972169266401	0.010350414976159615	0.010366661544776558	0.01036834478610977	0.0103554138457805	0.010327883702786674	0.010285834797052794	0.010229412211888821	0.01015882441832627	0.01007434159249699	0.009976293521301432	0.009865067115527067	0.009741103553273466	0.009604895079972656	0.00945698149441811	0.009297946352996396	0.00912841292671783	0.008949039947640163	0.008760517182851073	0.008563560875304757
